,0,1,2,3,4,5,6,7,8,9,10,11,12,13
26657,ZNF235,AC064807.1,AMER1,CEBPZ,CXCL14,CES2,CCDC110,RNF122,PSMD2,CCDC154,IGHV1-24,CROT,SNAPC4,ST3GAL6-AS1
26658,CCNB1,AC009961.1,MST1,PROB1,STAM,HDLBP,AKAP6,KCNE1,ATXN7L3,LINC01725,FAM149A,FBRSL1,RNF217,KCND1
26659,ASB2,SETD4,RNF227,LINC02018,VEZF1,UBOX5,AC007405.3,WDR36,NUF2,CBLC,SPTSSB,POLG2,LINC01637,WNT11
26660,TMEM44,RASL10A,SPAAR,ZNF763,DNAJC17,TFB2M,SCRG1,KRT18,WWOX,ZNF777,GUCA1B,SH3PXD2B,APOBEC3H,LY86-AS1
26661,EAF2,AC124947.1,CHKB-CPT1B,CPLX1,UBTD2,PUM3,ZNF285,AK9,CACFD1,FBXO43,AL121574.1,ZNHIT6,KCNK1,SNPH
26662,MAP2,RNFT2,COL24A1,ELFN1-AS1,NIPAL2,LATS1,LVRN,AC008105.3,SRP72,IGSF9B,MSANTD1,SMARCA5-AS1,SPATA33,AC009275.1
26663,MCM10,RFX8,AC027097.2,AC078845.1,TMEM242,CHKB-DT,MAFG-DT,HDGF,ZNF605,SDR42E1,AC002546.1,ZBTB32,TTBK2,AC012510.1
26664,MARK3,DEPDC1,ZNF625,TRAM2-AS1,PHETA1,PPP2R2D,SYT15,EMG1,AL662844.4,AC007336.1,FAM181B,MAK,PROSER1,AP000866.5
26665,TCTN1,EDC3,ADGRG2,LDHD,SGPP2,MAPK8,KCNIP3,IFIH1,NECTIN1,FAM225A,MS4A3,A2M-AS1,BLZF1,Z95115.1
26666,IFT52,IGHV5-51,EFCC1,LAMP5,SUSD3,DMGDH,MTCL1,ZNF227,SS18L1,AC005523.1,AC016168.1,AP002490.1,MXD3,TNMD
26667,GEMIN4,ZNF385D,AC000403.1,DUSP7,NCBP3,AC124798.1,AC124283.1,TADA2B,PRDM8,CRB3,CRYBB1,CLDN23,ARMC1,PIK3CD-AS1
26668,C1orf198,TSPAN12,AC007920.2,DNAJC24,PRKCB,HDAC6,AC015971.1,SEPSECS-AS1,BRD7,IL12A,LINC01977,SPIN3,GLI4,PROC
26669,MGST1,STRIP2,KRT80,WAC-AS1,METTL2A,FAM53B,PIANP,HAUS8,PSPH,AC009118.2,CNTNAP3,LRRC63,GMPPB,MID2
26670,C1QTNF2,HOXC8,SFTPD,SLC16A13,TMEM186,ERCC4,HNRNPUL2-BSCL2,RNF139-AS1,GOLGA6L9,CMTM1,AC020718.1,CABLES2,FAM122C,TMSB15B-1
26671,HRH4,BICC1,FAM71F2,NUMA1,C1orf216,SLCO4A1,COL4A6,REEP4,NPR2,AC240565.2,GPR22,TUBB4A,ZNF189,AL645941.3
26672,TRAV12-2,CPLX1,AC008556.1,BRF1,ZFAND6,AL158071.3,AC037198.2,RGMB,AL445686.2,AC073957.3,AC005041.1,GPC4,AC078846.1,MYOCD
26673,ITGBL1,IGHD,SHROOM2,DCUN1D4,SIAE,LGALS12,IGKV2-28,PGM5,DLX6,RIBC2,CFAP99,AC018647.1,RBM12,ADH1C
26674,AADAC,KIF20A,MACC1,AC020765.2,SMOX,FASTKD5,CA3-AS1,PLA2G6,FCGBP,GRM8,AC137630.4,AP003086.1,CLCN3,TMEM139
26675,CRELD2,SOX7,CHMP1B-AS1,NEIL1,TRABD2A,ZNF213-AS1,TMEM132C,ZNF575,RAB25,BGLAP,AC015802.6,CLMP,EXOSC6,ATP1A4
26676,FUCA1,SPRR1B,AC124283.1,RIMS3,STK10,CCDC82,KCND3,CARD17,IGHG1,CAPNS2,AP000350.6,FP565260.3,ELAC1,NAP1L3
26677,ANKRD46,WDR91,RDH12,AC092329.1,UFL1,SCAMP4,NACAD,SMIM10,AMT,TRBV12-3,AC135050.1,AC010754.1,PKD2,AL603840.1
26678,ZNF585B,CCM2,LVRN,AMDHD1,ZNF846,FBXL6,DLX6-AS1,CCDC3,DZIP1L,SGSM1,B3GAT1,RAB44,FAM118B,LINC01560
26679,DICER1-AS1,LRRC41,CNTFR,AL136295.5,TJAP1,CMTR1,AC019171.1,PRR11,CXorf36,AL157392.5,STRA6,ULBP1,FBXO32,ACER2
26680,SLC25A23,PI4K2A,CA3-AS1,NANOS3,PWWP2A,PIGQ,GALNT14,HK2,AC023043.1,ANGPTL6,LINC01825,ZNF295-AS1,TLR6,AC246817.1
26681,STON1,MOSPD1,GNAZ,SLC46A1,NFATC4,RIOK2,PDE4C,NADK,PCDHB16,IGKV2D-28,BNC2-AS1,SLC9A8,RMND5A,PRDM13
26682,DVL2,TRIM41,AL590648.3,GPR34,FTO,RFESD,IGKV3-15,RC3H2,IRX5,TRBV14,AC117382.2,MB21D2,MAP3K7CL,SPTB
26683,CHD9,ZRANB3,AC004846.2,PLCL1,SLC37A3,ANKDD1A,IGKV1-5,PERP,AC024575.1,BX323046.1,AC048337.1,PSMD6-AS2,RANGRF,STUM
26684,MDM2,SPPL2B,TMEM132C,ST7,BMT2,SLC30A6,AJAP1,NARS2,NAT14,TNFRSF17,Z83847.1,MBNL1-AS1,ERCC6L2,LINC00346
26685,USP30,MELTF,SH3TC2,MOCOS,CACYBP,MRPL19,RBFOX1,C11orf1,RORB-AS1,SV2A,ZNF727,DIRC2,PDCD1LG2,AL133245.1
26686,CPSF1,LRRC28,ADGRL3,GRM8,DLAT,AC058791.1,CU638689.5,NOM1,CNBD1,AC079949.1,CALN1,MAP9,TSTD2,ANO5
26687,KLF5,PIBF1,KIT,ADAMTS15,SERPINI1,USP24,RASEF,INTS4,NEK10,PDZD2,EPN3,DAAM2,MBD5,CNKSR2
26688,ERCC6,ASTE1,C11orf45,ALPL,SIK2,AC012368.1,RASL11B,MFN2,LINC01572,CELA1,AC026191.1,MAP2K5,ZNF746,CLEC9A
26689,ZNF740,AL354733.3,SPATA18,GATA6,RCE1,RAD51AP1,HLA-DQB1-AS1,PXMP4,ZNF135,AC092287.1,AP003555.2,AL021453.1,TRMT5,AL355581.1
26690,AL157402.2,COPG1,MAFG-DT,FAM180B,AC084033.3,TYMS,COL24A1,WDR13,NPIPB15,AC020656.2,PIP,TAPBPL,TREM2,DRC3
26691,PGLYRP2,SARM1,RASL11B,KCNS3,TSPOAP1,SMARCD1,GAS1RR,ACOT4,IGKV3-20,MOCOS,MUC20,LYPD1,CDH23,KCNMB3
26692,SEMA4F,AC018797.2,TBC1D8-AS1,CAMP,SLC7A6,TRAF6,AL591848.3,TM2D2,NDRG4,CCDC78,AC022144.1,AP4S1,PBX1,LINC01635
26693,TBX15,ADGRL1,IGLV2-11,FHDC1,PRPSAP1,PTPN12,MCPH1-AS1,WDR24,FAT4,AC011939.3,MUC15,PM20D2,DPY19L1,AC124242.1
26694,PRMT5,ZNF839,ZFP2,UNC13A,ZNF358,KIAA1841,ZNF252P-AS1,KLHL36,FOXD3,AC016957.2,AC011815.2,APOL2,KCNMA1,AL136131.3
26695,KLRF1,TUBGCP4,IGKV2-28,AL451085.2,CDC27,SPATA33,ARHGEF16,DENND6B,AC004889.1,AL162457.1,GHRH,POGLUT1,APPL2,FCRL2
26696,HSPA13,CUL7,KCNIP3,BMP8B,ELMOD2,LINC00265,ERVMER61-1,CRELD1,KAT2A,ZNF418,AC244197.2,LINC00662,S100A16,AC138356.1
26697,SOS2,RNF227,TRBV5-5,PRSS22,TERF2,SFN,AL139352.1,PDHX,DUOX1,PRSS22,AL121760.1,PARM1,AC020571.1,C16orf89
26698,FRAT1,CELSR3,SPDYE16,C6orf163,HPF1,CDC6,COL17A1,NFATC2IP,OMD,ZNF132,AL078590.2,MRPL28,CCDC126,ENTHD1
26699,SUMF1,CCDC43,GPR87,LRP2BP,ANGPT1,SNTB1,FAM71F2,LAMB1,HDAC11-AS1,CAMP,CFAP61,QPRT,ARHGAP15,AP001160.3
26700,AC009133.1,SIK2,AP001505.1,ZNF418,MMP7,ANKS1A,CHMP1B-AS1,S1PR5,GRIP2,AC010531.6,SMIM10L2B,SKA1,BLOC1S2,AC007620.2
26701,CACFD1,ZKSCAN8,HLA-DQB1-AS1,FAM225A,FNBP1L,EXOC8,AC000068.1,ZNF250,ERCC6L,AL024507.2,ZCCHC12,AC009163.4,NUDT1,CHST10
26702,AXIN2,TIGAR,FLRT3,AC240565.2,LINC01506,FSD1L,AQP10,THBS3,PKDCC,ZNF850,FP671120.1,LRRC17,CTU2,UBXN10
26703,TSKU,FAM98B,AC007405.3,FRK,PCSK7,B3GNT8,LINC01132,VCPIP1,HTR2B,AC073283.1,LMO7-AS1,TCL1A,ARL6IP1,ACKR2
26704,KLRC4,TUSC1,PRDM16,SV2A,PAIP1,ZNF770,KCNK15-AS1,TIMM44,CDK9,RAB19,RN7SL832P,TCN1,SCFD2,GPR135
26705,MMRN2,TOGARAM2,MTCL1,LINC01725,RAB11FIP2,MXD4,AMN,WWC3,CBWD3,NICN1,IL5,CAPN10-DT,ZCCHC14,HORMAD1
26706,LINC02325,AC111182.1,SLC26A9,CAPNS2,CLP1,FBXO5,AC005476.2,ZFYVE19,CUEDC1,RAVER2,ZNF492,KLRC3,ZWINT,AC010245.2
26707,GALNT18,E2F1,MCMDC2,AC007336.1,ZNHIT6,INCENP,C11orf45,PHKA2,RAB23,FAM239A,ZNF676,TRAV14DV4,TXNDC16,AC243965.1
26708,TRBV18,DENND2C,ITIH1,RAMP2-AS1,AL606807.1,ARHGAP22,HOXB-AS3,PPCDC,KIAA1522,LKAAEAR1,AL354719.2,AL049597.2,CCDC125,SERPINA5
26709,AL109741.1,LRRC63,NACAD,VWA1,LAMA5,MAK16,KIAA1614,SH3BP5L,BBS7,RLN2,CRYGN,ECEL1,RABL2A,CAND2
26710,PDIA5,FAM57A,RBFOX1,CBLC,NDE1,KIAA1328,DEFB124,ADAT3,SETD1A,TRBV10-3,AC245060.6,ZNF324B,HOXA9,SPINK6
26711,SLC35C1,SPEG,ETV3L,ATP6V0D2,SETD1A,TTLL1,BEX1,TUBG2,RCN2,TRBV13,AL138720.1,AC100803.3,LAD1,XKR6
26712,STK19,GPC4,IGSF21,DNAJC5B,ZCCHC14,WDR5,AC005899.6,C2CD3,SIMC1,AP001462.1,AC106881.1,TPRG1-AS1,PHC1,WDR97
26713,SERPINB2,PRELID2,AL031281.2,AC079949.1,PIAS2,KBTBD11,AC244034.2,LIPT1,HGH1,AL358472.5,AC087273.2,TIMM23,SLC25A35,MAP1B
26714,SPSB2,AC138150.1,LINC02520,PDZD2,FAM98A,CDCA2,MYZAP,KIAA1841,EPS8L1,AC097382.2,AL136301.1,LRP12,UNC93B1,NDUFAF7
26715,ARHGEF18,YIPF3,AC022075.1,AC093627.6,GLRX5,MYBL1,AC136604.3,ZNF765,IMP3,ELF3,FAM85B,SLC52A2,WDR55,C12orf43
26716,WNT6,CLDND2,FOXD4L1,AC005523.1,NGDN,TTC32,IGSF21,ACY1,EEF1AKMT4,CC2D2B,AC025283.2,PARD6A,KMT2E-AS1,MOCS1
26717,SRGAP3,TSTD2,AC022182.1,IFI6,MAGEH1,SGSM2,ADGRL3,STARD4,KBTBD8,ZNF784,ATP6AP1L,FBXW8,AC007388.1,GUCY2D
26718,AC139887.2,WDR78,PIANP,AC139887.4,GUCY1A2,NDUFAF1,AC022075.1,BRMS1L,BTD,TTC12,FAM69B,NAIF1,DENND1C,DACT1
26719,BIVM,AL121985.1,MMP2-AS1,UBE2O,CD79A,HLA-DOB,AP001505.1,CLPB,PROSER1,C9orf66,AL138781.1,CLTCL1,AP4M1,LINC01705
26720,ZNF416,TRAV12-1,IGKV3-15,DUSP8,MYCL,AC009061.2,TEPSIN,TMEM97,HLA-DMB,ZNF155,AC133065.1,MEF2D,DPF2,CD300LG
26721,ZMAT5,AC007541.1,CTF1,LINC00384,B3GALT6,GOSR1,ZC3H10,ALG5,ZBTB43,CBR4,AL031670.1,SNRNP35,METTL4,FPGT-TNNI3K
26722,NEDD8,C6orf132,ARHGEF16,PCDHB15,TOPBP1,TAMM41,HDAC11,NUP88,INHBB,RAB12,IFT74-AS1,KDM4B,DYNLL2,FAM72D
26723,FIGNL1,LINC01358,AC037198.2,PAX5,PPRC1,CLIC5,PAOX,KLHL23,FOXC1,NUB1,CHST8,CACUL1,CRLF2,TEPP
26724,SGO1,TRAV5,TMEM198,HAS3,E2F2,HIST1H2AI,CMC4,FAM229B,LINC02447,CD19,AL078459.1,ERMAP,AC074366.1,DSCR9
26725,MCRIP1,ZFP1,AC096577.1,AGPAT1,HSCB,SBF2-AS1,WDR11,DPF3,AL442663.3,NCR3LG1,CRTAC1,CTBS,ZGLP1,AC006299.1
26726,DEXI,BMP2,SPTLC3,HSPA14,ZNF532,AP003774.3,NEK8,LINC00921,TMPRSS13,ABHD15,TGM3,NUP50-DT,PXDC1,AC243964.2
26727,ZBTB7B,DYRK3,CCDC110,ZNF440,FBH1,IPO8,ATP8B3,LRRC32,RECQL4,CEP41,AC246787.2,NCK2,CLEC3B,AC011825.4
26728,PATZ1,SDC1,AJAP1,SLC30A4,RNASEL,OGG1,CCDC102A,RPUSD1,AL024498.1,CEBPZ,AC091153.2,FAM129C,NEK9,IRX1
26729,DGKQ,RAI2,AC007993.3,PEX13,MYO19,PILRB,IPO9-AS1,EIF2B4,LINC01730,TMEM250,RPL17-C18orf32,ZKSCAN2,COG1,VWA7
26730,LINC00342,PLOD2,AC022098.3,ZNF836,MTRF1L,G6PC3,FGF14-AS2,ELMOD2,STAM-AS1,OSGIN2,IL20RA,AC005332.6,PINK1,AC009163.7
26731,TMEM65,ASPA,PDE4C,NMNAT1,SLC16A1,LSS,ZNF283,TECPR2,RAPGEFL1,RAD51B,ALKAL2,AC093627.4,TRRAP,LINC00663
26732,CASD1,COL6A6,IGHV3-30,ACOT11,TAF12,NOD1,MROH8,PIGS,ARHGEF39,SLC35B4,LINC00562,CFAP300,CEP152,GPR63
26733,ZNF816,AL590705.1,LINC00309,AC023509.4,NDST2,ATAD5,CDC45,ZNF429,NLGN1,CCDC136,MEIOC,AKAP5,CMTR2,RGS6
26734,AC016773.1,AC005537.1,AL139352.1,CDNF,ERCC2,CHML,TSIX,EEF2KMT,MCM3AP-AS1,SH3RF2,CRISPLD1,AC009133.3,SNRNP200,AC103810.2
26735,SMG5,CD207,LRP4,TCFL5,ST20,ZMYM1,FAM84B,VPS4A,TPD52L1,AC104187.1,AC090409.1,AC068389.4,ULK1,EFCAB5
26736,DBH-AS1,ABLIM3,KCNK15-AS1,RANBP2,C15orf53,MLLT11,TRIM16L,ITPKB,WEE2-AS1,PANO1,NOXO1,TMIGD2,TTLL4,AL358790.1
26737,CDH11,KCNT2,ZNF285,CKLF-CMTM1,C2orf40,ARRB1,MISP3,HYLS1,C4A,AC010173.1,AC022167.3,TTK,SLC22A4,HOMER3-AS1
26738,IL17RB,NELL2,KIAA1755,SLX1B,PTPRO,ME1,AL035413.1,AC114490.2,PRRG1,AL009179.1,LCN6,CCDC157,ZFYVE28,RSPH9
26739,SEC24A,CCL27,FAM131B,VSIG10,TDRD7,SPIB,AC034231.1,PWP2,RFPL2,NPTX2,AL355987.3,LYPD2,VMAC,TAF1A-AS1
26740,TMEM234,CXCL5,KCND3,LINC01355,MAGED1,HSPA1L,ZNF681,C10orf143,RNF215,TMEM81,FOXD1,SLC38A11,LAMA3,GCK
26741,TAF1A,GRHL1,KIAA1614,A2M-AS1,STK11IP,CDCA5,LINC02265,SLC36A1,AC007614.1,AFF2,AC104971.3,AC093635.1,AXL,AC097359.2
26742,ABAT,TCHH,SCRG1,CLMP,ICMT,SHCBP1,AP005329.1,REC8,INTU,SLC25A30-AS1,LINC02515,CDC26,ARFRP1,AC012236.1
26743,SIMC1,SPATA20,HSPB7,PPP1R35,CLCN6,TRGV10,PANK1,PPP2R1B,RNF150,AC015726.1,MEF2C-AS1,ZNF319,CNEP1R1,AP003064.2
26744,AC087741.1,ZNF738,DES,AL391069.2,IL17RC,AC068338.2,VLDLR,ST20-MTHFS,HOXD-AS2,C10orf99,TMEM147-AS1,AP000787.1,SEPT1,IGHG3
26745,ATXN7L2,CASP8AP2,MST1R,IBA57,ARL16,UTP11,CAPS2,LINC00924,PRX,DAPL1,AC091948.1,ARRDC3-AS1,SWSAP1,TM4SF19-AS1
26746,TESK2,BCL9,AKAP6,FAM19A2,UBE4B,MTRF1L,SEPT4-AS1,ENAH,LEAP2,NRG2,MAP4K1,UBR5-AS1,NOL4L,LINC02362
26747,CCDC151,SLC1A3,LINC01259,SBSPON,THAP1,ASTE1,AC003681.1,KCNQ2,U47924.2,AC021087.1,BRIP1,UBFD1,SETD1A,AL355922.2
26748,PCSK5,CYB5D1,AP001318.2,NPTX2,PHKA2,SRCAP,AC010883.1,SORBS2,LINC01303,AC091814.1,PTPRF,FOXS1,TTC31,ZNF469
26749,FZD6,TMEM242,NIM1K,ADCY5,SEPSECS-AS1,GUCD1,LINC00996,CD80,AP002852.1,AL353759.1,NDUFV3,ENTPD6,FAHD2A,DNAH11
26750,PLK4,THAP5,BEX1,GPIHBP1,MRM3,C19orf54,TNS4,DCN,AC007249.2,MAFA,ESCO2,UBA6-AS1,THOC2,H2AFB1
26751,AJUBA,C1orf61,DEFB124,MAL2,RFC1,ABHD6,GPR25,CD200,PHKG1,TIAF1,SPNS3,RPIA,CD1A,TMEM200B
26752,TRBV6-2,STON1,SEC16B,BHMT2,TMEM144,SMAD1,AC120193.1,CRELD2,CAMK1G,AC005224.4,CES3,MRPS17,SLC46A2,ISPD
26753,DCBLD2,GPSM1,SLC47A1,AC011511.5,VENTX,DIS3L,SLC28A3,SLC12A6,RHOD,ZMYND10,EFCAB7,HECTD1,LRG1,PPM1H
26754,TYSND1,ZNF665,DNAJC6,AL035604.1,FBLN2,BDH1,PRSS12,SEC24B,KIF3C,INCA1,RBBP8,RAE1,CD160,DMRT3
26755,PAFAH2,ZNF446,IGHV3-23,LINC00839,MRPL42,YTHDF3-AS1,AL121894.1,SNX13,TRAV36DV7,MAL2,TMEM64,EPN1,UBIAD1,AP001830.1
26756,LIG4,TPK1,LAMC3,DAPL1,ZNF32,SLC35F6,ALDH8A1,CLIP4,KRTCAP3,ELOVL3,ADH5,RNF121,CLK2,LY6G5B
26757,SEC16A,ZNF549,GALNT14,OVOL1,CSAD,GORASP2,KLLN,N6AMT1,SEC14L2,NPIPB12,ANLN,LINC01436,KIAA0391,AL359232.1
26758,NPNT,OR4D1,MATN3,MOV10L1,CCDC106,UBIAD1,DLGAP4-AS1,PAXIP1-AS2,NEK2,KCNN3,WDR12,HJURP,ANXA6,EBF4
26759,ALS2CL,LRP11,AC040977.1,WNT5A,AP5S1,GYS1,MLXIPL,TNFAIP6,CLEC4M,CNKSR1,VPS33B-DT,CCDC184,PPARD,AC115618.1
26760,LRIG3,APTR,MYOZ1,PTPN21,NUP88,ZNF687,AC012640.1,TRIM39,HSD17B1,C6orf141,AL031772.1,HIST1H3C,KIF1BP,ODF3L1
26761,AC009113.1,MFSD2A,AL034550.2,MAFA,FAH,STAG3,ACTN2,SLF2,FST,INAVA,AC009226.1,MATN1-AS1,PCTP,STAB2
26762,INKA1,LDLRAP1,PCDHB2,RHOXF1-AS1,DCAF8,KCTD13,FAM95B1,SLFN12,TMEM132A,SLC4A11,KCNK3,LINC01353,TIFAB,AC008736.1
26763,PAK4,ZNF620,AC019171.1,CELSR1,UBAP2,AF213884.3,POU6F2,MINDY1,DSG1,ST8SIA6,AC021016.3,SLITRK1,AK1,LY6E-DT
26764,CTBP1,PKD2L2,COL4A6,AC015726.1,IL21R,KIF18A,VWCE,TEX41,CMTM2,AC022182.2,AC103718.1,CCNE1,MAN1B1-DT,LMCD1-AS1
26765,URB2,WDR12,UNC79,PANX2,ABCF3,ADARB2,IGHGP,CAVIN2,RASGRF2,LRRC24,HOXD3,AP000446.1,CARMN,IGHG2
26766,CYP26B1,BRIP1,AL133523.1,AFAP1L1,NOP2,AP000787.1,TTLL10,LINC02202,LOR,RGPD3,FAM178B,COLGALT2,ITIH5,BEGAIN
26767,SPATA2,HCFC2,CU638689.5,LRRC3,GLT8D2,KLHDC2,AL645608.2,CYSLTR2,PRRC2C,TRAV39,AC084036.1,SNHG22,AC073896.2,XXYLT1-AS2
26768,AL391807.1,NPIPB5,PCDHGB6,PCDH7,PDLIM3,ARHGAP19,NTM,ZNF721,AC008438.1,SBSPON,AL096711.2,FAAH,ATP1B2,MXRA5
26769,L1TD1,ANXA3,CARNS1,ELANE,MUC16,LMBRD2,AC011978.2,MEPCE,TMEM44,LINC01010,AC096734.1,LINC01771,AKAP11,AC090061.1
26770,RIC3,AC073896.2,RORC,LAMC2,FBLN1,LIG1,PRR4,MAPKAPK5-AS1,IFT172,AC092614.1,AC060766.4,TRAIP,ABCD4,TRAV8-1
26771,TRBV5-6,COG6,ERVMER61-1,AC092614.1,HYPK,XYLB,SLC12A9-AS1,RFTN1,ABHD17C,CELSR1,AP000763.3,AC242426.2,PPID,MANEAL
26772,FLT3,PTCD1,TRBV25-1,EML1,C9orf64,DNAJC14,TCF21,SMARCAL1,HIST1H3A,AL391832.1,ZNF385B,AC098484.3,AC098613.1,VEGFD
26773,COX20,WDR62,DLX6-AS1,LINC01010,TMTC2,AC007216.4,AC009318.2,SEC24A,EHHADH,PANX2,TG,CBWD6,IDNK,NTRK3
26774,METTL25,XPNPEP2,TRIM71,C10orf99,EYA3,HYPK,WFDC3,INPP5B,PODXL2,AC011511.5,AC097504.2,FBN2,GUCY1A1,AC110285.2
26775,ZNF593,PLA2R1,SMAD5-AS1,ELOVL3,NUDT19,PAOX,ITPKA,PDRG1,HIST2H2AB,OVOL1,AC137630.1,GGA2,FGFR1,DPYSL4
26776,PLCB1,FGF13,DNAJB5-DT,BEND3,CHM,ST20-MTHFS,PROM2,CBX8,F12,FCRL5,AC009093.6,APOL4,MASTL,CCDC96
26777,ZNF623,NSUN2,KCNK17,AL160272.1,MGME1,TMEM181,HAGLROS,ADORA2B,BAMBI,NTRK1,AL359397.2,AL138724.1,ZCCHC24,CRHR2
26778,FIG4,BLCAP,ZNF396,SHROOM4,DUSP7,FFAR2,AL662796.1,UMPS,RGPD8,MTMR8,VCAN-AS1,C14orf93,NCAPG,SLC3A1
26779,UTP14C,SLC9B1,PGBD1,AC010173.1,INTS4,NCR3LG1,HOXD10,TTC19,SVEP1,GPIHBP1,RGS20,C2orf42,NOP9,AL590764.2
26780,ABHD4,RXRB,DZANK1,COL13A1,DIRC2,GPATCH1,HOXD4,C9orf139,ELOC,RHOXF1-AS1,SRRM3,AC245014.3,HP,SLC25A21-AS1
26781,CACNB3,AC008011.2,BCL6B,LPIN3,NRIP3,MARCH6,AC090617.3,MDM2,CASP2,AL160272.1,SMIM35,TERF2,PPAN,PCSK6
26782,MTSS1L,SERTAD4,CDC25B,INCA1,FAM168A,KRT6A,TBXA2R,FAM173A,ZNF559,AL035604.1,AC022400.6,GBGT1,TMEM229B,EFHB
26783,CCDC163,NEURL3,SMG6,AL391832.1,COIL,S100A7,CACNA1F,FES,AL451062.3,CFAP54,FBXO24,SIPA1,PTGDR2,RB1-DT
26784,SRMS,GSC,AC092368.3,C6orf141,MPZL3,COLEC12,AC091153.3,MARCH8,JOSD1,CACNA1C-AS1,EXPH5,GMEB1,GNA11,C9orf24
26785,TRAV17,TRDV1,CLTB,CCR7,PGP,TRAV26-1,AC093525.7,TMEM161B,MARC1,AL353708.1,AL121820.1,AC123768.3,TRIM2,AMH
26786,CFI,AC131971.1,PPP1CB,HAT1,TTC4,FBN2,CKMT1B,SCAMP1-AS1,ORAI2,SLC25A10,CAVIN4,TRAV4,ETFRF1,ADAMTS9
26787,NAA40,SFRP4,INPP5F,GINS4,NBPF12,E2F6,CKMT1A,NEIL2,GAN,AP000866.1,AC134669.1,ERMN,FAM78A,AC023355.1
26788,KAT2A,RASGRF1,CTU1,ZNF223,TRAPPC9,SACS,AC009948.4,CAD,GSTA4,TC2N,AL161781.2,BPI,FEM1A,AL163636.2
26789,SGIP1,FGF2,AL662884.4,AL359258.2,SYNPO,KSR1,AP001160.2,DMWD,FBXO10,ZNF543,LYNX1-SLURP2,TMEM45B,PRR5,SGCD
26790,VARS2,SERPINE2,CEBPE,KLHL17,HMHB1,U2SURP,PKNOX2,TAF4,CATSPER2,LINC00910,PIP5KL1,GPR27,PLEKHA1,AC083949.1
26791,OSBPL5,SULT2B1,FAM89A,RNF227,HTRA1,FARSB,LINC01139,MKL2,AMZ1,SAMD1,AC004825.2,NFYC-AS1,SHQ1,PPFIA2
26792,WDR59,BTNL9,KHDRBS3,SLC24A1,IGF1R,RSAD2,ARFGEF3,CRIM1,MOXD1,NATD1,AC124319.2,FAM229A,TPCN2,AC097634.1
26793,NUBPL,KRT1,TPSB2,CDKL3,SECISBP2L,PLEKHM2,AC092807.3,ECT2,NMUR1,RSAD2,DSCAML1,LINC01402,C11orf68,BDNF-AS
26794,ZNF511,MYBL2,AC069185.1,GIN1,HOXC9,SMPD4,AC092164.1,AFAP1L2,HTR1F,BST1,AC073073.2,SLC6A8,SPACA9,PPP1R32
26795,AC145124.1,DHX30,HSD17B14,SRP14-AS1,S1PR3,TEC,STK33,NAP1L5,SHISAL2A,KIF20B,AC072022.1,VIT,KIAA1324,RTP5
26796,RIDA,AGBL5,ARFIP1,AC093249.6,U62317.5,PGP,AC135178.2,HOXA7,LY6K,BAP1,PSCA,KLHL25,LIN7B,GIPR
26797,ARRDC3-AS1,CC2D2A,LINC00847,MAPK8IP3,NUP205,AC006369.1,FCN3,NFATC4,MIR5689HG,RNF103,MSMP,LILRA4,POLR3D,AC135782.3
26798,MOSPD1,SOCS5,ZFP91,CKM,ADO,NAA30,PLXNA4,LIAS,KRT6C,ATP8B4,FAM25A,AL162377.1,DDX10,USP27X-AS1
26799,RARB,SSBP4,VWA7,AL162586.1,AAK1,TUBGCP6,SPOCD1,NOLC1,PEX12,FUNDC1,CDHR1,PFKFB2,NCOA6,FKBP1C
26800,AL390957.1,EXD3,AC083949.1,TNK2-AS1,TMEM94,LYRM1,ZNF239,UPRT,DUOXA1,ERMAP,SPRR2D,LDB3,LRRC45,XPR1
26801,AP002990.1,MAK16,LY6G5B,RAB4B-EGLN2,GATAD2B,UCK1,AL158212.2,SLC25A14,AP003472.2,ENTPD1-AS1,HAR1B,SDS,STK11IP,CNTROB
26802,FLRT2,ZNF790,GPR63,DCAF15,AP1AR,ANLN,AC244197.3,WDR26,C5orf38,NAA10,AC069213.1,KIF3B,TOMM34,GEMIN5
26803,PAPLN,CNIH3,DNAH11,GPR18,ORMDL1,TRGC1,CMYA5,TULP4,LRRC37A,TFCP2,AC003986.2,LRRC37B,DOCK9,TTC25
26804,ZNF654,ZNF563,DMRT3,AC114271.1,PRKAB2,AP002954.1,AC084024.3,USP45,NR3C2,TSPAN14,AC109460.4,AC008267.5,DNAJC18,C1QTNF3
26805,TXNRD2,LINC01857,AC110285.2,AC004803.1,PDIA5,IL5RA,ZNF667,AL050341.2,ADAMTS14,SHMT2,AC015917.2,SARM1,CLDN1,AL020996.1
26806,RNF38,SMIM13,SYN1,SGK494,UHMK1,RNASEL,AP002770.1,AC137767.1,AC093484.2,HOMEZ,LINC00519,ZNF624,RHOXF1,AC114760.2
26807,PIP5K1A,AL136531.2,AC090061.1,ZNF485,TP53INP2,ACACA,CAMKV,FNBP1L,AL513283.1,HINT3,AC134772.1,NPHP4,MECR,GABRG1
26808,ZNF570,PIR,FAM222A,TUBG2,MPZL2,FOXK2,AL589666.1,TMEM98,SIX1,RMRP,ZACN,TMEM43,L3HYPDH,SLC9A5
26809,TRIM32,HOXB3,SLC26A8,SULT2B1,AKAP12,FBXO28,PNMA2,C3orf62,CLBA1,POF1B,AC010978.1,ZNF839,HOMEZ,LINC00473
